"boundary","p.saf.min","p.saf.max","p.tox.min","p.tox.max","sim.freq","target","ncohort","cohortsize","n.earlystop"
"3, 0, 2, 3, 6, 0, 4, 5, 9, 1, 5, 7, 12, 1, 7, 8",0.00712180648767776,0.0376907459296891,0.600025531536184,0.704011713265605,3025,0.4,10,3,12
"3, 0, 2, 3, 6, 0, 4, 5, 9, 1, 6, 7, 12, 1, 7, 8",0.00716657124109352,0.0376909149646941,0.704091054392026,0.75204019972509,1523,0.4,10,3,12
"3, 0, 2, 3, 6, 0, 4, 5, 9, 1, 6, 7, 12, 1, 8, 8",0.00711901671160294,0.0376889693391899,0.752141364390066,0.874431344607277,3752,0.4,10,3,12
"3, 0, 3, 3, 6, 0, 5, 5, 9, 1, 7, 7, 12, 1, 8, 8",0.00713055113880595,0.0376903371723132,0.874465114032241,0.999968280648511,3815,0.4,10,3,12
"3, 0, 2, 3, 6, 1, 3, 5, 9, 1, 4, 7, 12, 2, 6, 8",0.0377460116219051,0.0948445006649632,0.44002558925314,0.489480286334713,2793,0.4,10,3,12
"3, 0, 2, 3, 6, 1, 3, 5, 9, 1, 5, 7, 12, 2, 6, 8",0.0376978955981747,0.0948544450455321,0.489513466372284,0.59999571124424,6238,0.4,10,3,12
"3, 0, 2, 3, 6, 1, 4, 5, 9, 1, 5, 7, 12, 2, 7, 8",0.0377043883118805,0.094853174349329,0.600008297507945,0.70401465601162,5875,0.4,10,3,12
"3, 0, 2, 3, 6, 1, 4, 5, 9, 1, 6, 7, 12, 2, 7, 8",0.0377165627437967,0.0948469438028625,0.704055354195988,0.75211407529276,2693,0.4,10,3,12
"3, 0, 2, 3, 6, 1, 4, 5, 9, 1, 6, 7, 12, 2, 8, 8",0.0376957447092264,0.0948498744880076,0.752132027649981,0.874455560759694,6865,0.4,10,3,12
"3, 0, 3, 3, 6, 1, 5, 5, 9, 1, 7, 7, 12, 2, 8, 8",0.037698385659991,0.0948486426279461,0.874473407784349,0.999998289253848,7193,0.4,10,3,12
"3, 0, 2, 3, 6, 1, 3, 5, 9, 2, 4, 7, 12, 2, 6, 8",0.094878875958863,0.132182837573281,0.44001076683774,0.489485452380173,1792,0.4,10,3,12
"3, 0, 2, 3, 6, 1, 3, 5, 9, 2, 5, 7, 12, 2, 6, 8",0.0949004547906544,0.132210708605078,0.489516573822669,0.599986601513995,4098,0.4,10,3,12
"3, 0, 2, 3, 6, 1, 4, 5, 9, 2, 5, 7, 12, 2, 7, 8",0.0948955147775569,0.132177480700304,0.600031348576015,0.704039705744168,3952,0.4,10,3,12
"3, 0, 2, 3, 6, 1, 4, 5, 9, 2, 6, 7, 12, 2, 7, 8",0.0948784958862153,0.13220652137983,0.70409911638455,0.752097315121368,1811,0.4,10,3,12
"3, 0, 2, 3, 6, 1, 4, 5, 9, 2, 6, 7, 12, 2, 8, 8",0.0948863223466467,0.132211762768837,0.75222212429306,0.874428921958267,4508,0.4,10,3,12
"3, 0, 3, 3, 6, 1, 5, 5, 9, 2, 7, 7, 12, 2, 8, 8",0.0948824645301104,0.132172684110847,0.874469572505494,0.999995000195592,4670,0.4,10,3,12
"3, 0, 2, 3, 6, 1, 3, 5, 9, 2, 4, 7, 12, 3, 6, 8",0.132245050185109,0.270832048169391,0.440014548053329,0.489489338369534,6804,0.4,10,3,12
"3, 0, 2, 3, 6, 1, 3, 5, 9, 2, 5, 7, 12, 3, 6, 8",0.132236234287822,0.270841223091441,0.489495089890833,0.599985941998024,15185,0.4,10,3,12
"3, 0, 2, 3, 6, 1, 4, 5, 9, 2, 5, 7, 12, 3, 7, 8",0.132225772930221,0.270833636912174,0.600000343502256,0.704033276406412,14477,0.4,10,3,12
"3, 0, 2, 3, 6, 1, 4, 5, 9, 2, 6, 7, 12, 3, 7, 8",0.132233954131333,0.270820730554029,0.704045161104938,0.752128683829966,6664,0.4,10,3,12
"3, 0, 2, 3, 6, 1, 4, 5, 9, 2, 6, 7, 12, 3, 8, 8",0.132225677469681,0.270839347408245,0.7521333060297,0.874443128722982,17001,0.4,10,3,12
"3, 0, 3, 3, 6, 1, 5, 5, 9, 2, 7, 7, 12, 3, 8, 8",0.132216840803906,0.270845425031582,0.874468484255246,0.999999160552537,17006,0.4,10,3,12
"3, 1, 2, 3, 6, 2, 3, 5, 9, 3, 4, 7, 12, 4, 6, 8",0.270866322880478,0.359995679058481,0.440004477896838,0.489486955953653,4358,0.4,10,3,12
"3, 1, 2, 3, 6, 2, 3, 5, 9, 3, 5, 7, 12, 4, 6, 8",0.270854042184682,0.359994917702466,0.489495962586507,0.599997752656417,9729,0.4,10,3,12
"3, 1, 2, 3, 6, 2, 4, 5, 9, 3, 5, 7, 12, 4, 7, 8",0.270866470588201,0.359997810762189,0.600018912767447,0.704032822526431,9175,0.4,10,3,12
"3, 1, 2, 3, 6, 2, 4, 5, 9, 3, 6, 7, 12, 4, 7, 8",0.270893960243499,0.359997659981102,0.704046995903237,0.752120628123869,4346,0.4,10,3,12
"3, 1, 2, 3, 6, 2, 4, 5, 9, 3, 6, 7, 12, 4, 8, 8",0.270853121293151,0.359990303465924,0.752136736881795,0.874453227517636,10819,0.4,10,3,12
"3, 1, 3, 3, 6, 2, 5, 5, 9, 3, 7, 7, 12, 4, 8, 8",0.270851794997004,0.359995895684057,0.874457037650786,0.999970138217643,10988,0.4,10,3,12
