"boundary","p.saf.min","p.saf.max","p.tox.min","p.tox.max","sim.freq","target","ncohort","cohortsize","n.earlystop"
"3, 0, 1, 2, 6, 0, 1, 2, 9, 0, 1, 3, 12, 0, 2, 3, 15, 0, 2, 4, 18, 0, 2, 4, 21, 0, 3, 5, 24, 0, 3, 5",4.90346898784395e-05,0.0115618420863097,0.110047268704985,0.122870603688643,383,0.1,10,3,24
"3, 0, 1, 2, 6, 0, 1, 2, 9, 0, 2, 3, 12, 0, 2, 3, 15, 0, 2, 4, 18, 0, 3, 4, 21, 0, 3, 5, 24, 0, 3, 5",5.58494497389067e-05,0.0115684329331641,0.122956384285717,0.153093365640294,882,0.1,10,3,24
"3, 0, 1, 2, 6, 0, 1, 2, 9, 0, 2, 3, 12, 0, 2, 3, 15, 0, 2, 4, 18, 0, 3, 4, 21, 0, 3, 5, 24, 0, 4, 5",3.8603026001039e-05,0.0115836658162261,0.153251552880775,0.172137815521859,514,0.1,10,3,24
"3, 0, 1, 2, 6, 0, 1, 2, 9, 0, 2, 3, 12, 0, 2, 3, 15, 0, 3, 4, 18, 0, 3, 4, 21, 0, 3, 5, 24, 0, 4, 5",1.48381889495999e-05,0.0115722773590585,0.172202260615423,0.19427516197481,678,0.1,10,3,24
"3, 0, 1, 2, 6, 0, 1, 2, 9, 0, 2, 3, 12, 0, 2, 3, 15, 0, 3, 4, 18, 0, 3, 4, 21, 0, 4, 5, 24, 0, 4, 5",2.82237023999915e-07,0.0115838256775862,0.194447069131973,0.25171019094946,1609,0.1,10,3,24
"3, 0, 1, 2, 6, 0, 2, 2, 9, 0, 2, 3, 12, 0, 3, 3, 15, 0, 3, 4, 18, 0, 4, 4, 21, 0, 4, 5, 24, 0, 5, 5",2.1057019373565e-05,0.0115830209691203,0.251768551829736,0.310709916763491,1717,0.1,10,3,24
"3, 0, 1, 2, 6, 0, 2, 2, 9, 0, 2, 3, 12, 0, 3, 3, 15, 0, 3, 4, 18, 0, 4, 4, 21, 0, 5, 5, 24, 0, 5, 5",7.09206087975763e-06,0.0115791101865588,0.310757222124259,0.334472687775744,733,0.1,10,3,24
"3, 0, 1, 2, 6, 0, 2, 2, 9, 0, 2, 3, 12, 0, 3, 3, 15, 0, 4, 4, 18, 0, 4, 4, 21, 0, 5, 5, 24, 0, 5, 5",9.55417262509e-06,0.0115836316367218,0.33454692251203,0.38989239669282,1595,0.1,10,3,24
"3, 0, 1, 2, 6, 0, 2, 2, 9, 0, 3, 3, 12, 0, 3, 3, 15, 0, 4, 4, 18, 0, 4, 4, 21, 0, 5, 5, 24, 0, 5, 5",1.02070523800794e-06,0.0115870047905817,0.389910735037637,0.645795921593157,7430,0.1,10,3,24
"3, 0, 2, 2, 6, 0, 2, 2, 9, 0, 3, 3, 12, 0, 3, 3, 15, 0, 4, 4, 18, 0, 4, 4, 21, 0, 5, 5, 24, 0, 5, 5",1.10342988297343e-06,0.0115869268156771,0.645937991692915,0.999878404791939,10148,0.1,10,3,24
"3, 0, 1, 2, 6, 0, 1, 2, 9, 0, 1, 3, 12, 0, 2, 3, 15, 0, 2, 4, 18, 0, 2, 4, 21, 0, 3, 5, 24, 1, 3, 5",0.0115932715375042,0.0171335627119604,0.110093340249743,0.122808773119935,154,0.1,10,3,24
"3, 0, 1, 2, 6, 0, 1, 2, 9, 0, 2, 3, 12, 0, 2, 3, 15, 0, 2, 4, 18, 0, 3, 4, 21, 0, 3, 5, 24, 1, 3, 5",0.0115908871911161,0.017188342562075,0.122963376259018,0.153106148669853,426,0.1,10,3,24
"3, 0, 1, 2, 6, 0, 1, 2, 9, 0, 2, 3, 12, 0, 2, 3, 15, 0, 2, 4, 18, 0, 3, 4, 21, 0, 3, 5, 24, 1, 4, 5",0.0115959109728904,0.0171836859771416,0.153258141475031,0.17210118053219,262,0.1,10,3,24
"3, 0, 1, 2, 6, 0, 1, 2, 9, 0, 2, 3, 12, 0, 2, 3, 15, 0, 3, 4, 18, 0, 3, 4, 21, 0, 3, 5, 24, 1, 4, 5",0.0115924074805666,0.0171742887554964,0.172207666942368,0.194258418496443,339,0.1,10,3,24
"3, 0, 1, 2, 6, 0, 1, 2, 9, 0, 2, 3, 12, 0, 2, 3, 15, 0, 3, 4, 18, 0, 3, 4, 21, 0, 4, 5, 24, 1, 4, 5",0.0115908292163438,0.017196139191061,0.194554569752322,0.251709376228562,820,0.1,10,3,24
"3, 0, 1, 2, 6, 0, 2, 2, 9, 0, 2, 3, 12, 0, 3, 3, 15, 0, 3, 4, 18, 0, 4, 4, 21, 0, 4, 5, 24, 1, 5, 5",0.0115878893133124,0.0171901607347531,0.251748642087797,0.31058132266706,820,0.1,10,3,24
"3, 0, 1, 2, 6, 0, 2, 2, 9, 0, 2, 3, 12, 0, 3, 3, 15, 0, 3, 4, 18, 0, 4, 4, 21, 0, 5, 5, 24, 1, 5, 5",0.0115955946262112,0.0171973453690042,0.310779994914456,0.334457945895632,317,0.1,10,3,24
"3, 0, 1, 2, 6, 0, 2, 2, 9, 0, 2, 3, 12, 0, 3, 3, 15, 0, 4, 4, 18, 0, 4, 4, 21, 0, 5, 5, 24, 1, 5, 5",0.0115892485074017,0.0171990775574116,0.33455412466153,0.389851655409244,836,0.1,10,3,24
"3, 0, 1, 2, 6, 0, 2, 2, 9, 0, 3, 3, 12, 0, 3, 3, 15, 0, 4, 4, 18, 0, 4, 4, 21, 0, 5, 5, 24, 1, 5, 5",0.0115879309666729,0.0171992816332667,0.39007107328378,0.645771511817453,3586,0.1,10,3,24
"3, 0, 2, 2, 6, 0, 2, 2, 9, 0, 3, 3, 12, 0, 3, 3, 15, 0, 4, 4, 18, 0, 4, 4, 21, 0, 5, 5, 24, 1, 5, 5",0.0115886311342843,0.017199862731406,0.645879496073561,0.99986431418563,5067,0.1,10,3,24
"3, 0, 1, 2, 6, 0, 1, 2, 9, 0, 1, 3, 12, 0, 2, 3, 15, 0, 2, 4, 18, 0, 2, 4, 21, 1, 3, 5, 24, 1, 3, 5",0.0172233701511553,0.0261663754042613,0.110031860044549,0.122804369687593,277,0.1,10,3,24
"3, 0, 1, 2, 6, 0, 1, 2, 9, 0, 2, 3, 12, 0, 2, 3, 15, 0, 2, 4, 18, 0, 3, 4, 21, 1, 3, 5, 24, 1, 3, 5",0.0172080150088445,0.0261678994189984,0.122957113720759,0.153201644101171,631,0.1,10,3,24
