"boundary","p.saf.min","p.saf.max","p.tox.min","p.tox.max","sim.freq","target","ncohort","cohortsize","n.earlystop"
"3, 0, 1, 2, 6, 0, 1, 2, 9, 0, 1, 3, 12, 0, 2, 3, 15, 0, 2, 4, 18, 1, 2, 4, 21, 1, 3, 5",0.0261914481428625,0.0412575459806277,0.110015134377724,0.122910893816331,485,0.1,10,3,21
"3, 0, 1, 2, 6, 0, 1, 2, 9, 0, 2, 3, 12, 0, 2, 3, 15, 0, 2, 4, 18, 1, 3, 4, 21, 1, 3, 5",0.0262081284860225,0.0412710598302005,0.122937376017364,0.172126253316362,1868,0.1,10,3,21
"3, 0, 1, 2, 6, 0, 1, 2, 9, 0, 2, 3, 12, 0, 2, 3, 15, 0, 3, 4, 18, 1, 3, 4, 21, 1, 3, 5",0.0261843470481628,0.0412032756333011,0.172176112223647,0.194357737751563,837,0.1,10,3,21
"3, 0, 1, 2, 6, 0, 1, 2, 9, 0, 2, 3, 12, 0, 2, 3, 15, 0, 3, 4, 18, 1, 3, 4, 21, 1, 4, 5",0.0261817318038563,0.041269537864371,0.194391213183182,0.251710828183578,2240,0.1,10,3,21
"3, 0, 1, 2, 6, 0, 2, 2, 9, 0, 2, 3, 12, 0, 3, 3, 15, 0, 3, 4, 18, 1, 4, 4, 21, 1, 4, 5",0.0261838328887666,0.0412595809184183,0.251749119227582,0.310731041043065,2209,0.1,10,3,21
"3, 0, 1, 2, 6, 0, 2, 2, 9, 0, 2, 3, 12, 0, 3, 3, 15, 0, 3, 4, 18, 1, 4, 4, 21, 1, 5, 5",0.0261983931713378,0.0412347006840007,0.310739502363829,0.334504396511919,929,0.1,10,3,21
"3, 0, 1, 2, 6, 0, 2, 2, 9, 0, 2, 3, 12, 0, 3, 3, 15, 0, 4, 4, 18, 1, 4, 4, 21, 1, 5, 5",0.0261871457861161,0.0412705417359703,0.334517816356501,0.389767543439358,2126,0.1,10,3,21
"3, 0, 1, 2, 6, 0, 2, 2, 9, 0, 3, 3, 12, 0, 3, 3, 15, 0, 4, 4, 18, 1, 4, 4, 21, 1, 5, 5",0.0261837505599333,0.0412723946935118,0.389961441564786,0.645854738448914,9597,0.1,10,3,21
"3, 0, 2, 2, 6, 0, 2, 2, 9, 0, 3, 3, 12, 0, 3, 3, 15, 0, 4, 4, 18, 1, 4, 4, 21, 1, 5, 5",0.0261821620278894,0.0412723954618522,0.645871337968111,0.999978140208505,13279,0.1,10,3,21
"3, 0, 1, 2, 6, 0, 1, 2, 9, 0, 1, 3, 12, 0, 2, 3, 15, 1, 2, 4, 18, 1, 2, 4, 21, 1, 3, 5",0.041283777213504,0.068470242252167,0.110009195799986,0.122872023373335,849,0.1,10,3,21
"3, 0, 1, 2, 6, 0, 1, 2, 9, 0, 2, 3, 12, 0, 2, 3, 15, 1, 2, 4, 18, 1, 3, 4, 21, 1, 3, 5",0.0412759220509528,0.0684661790122525,0.122914454238855,0.172161513674063,3395,0.1,10,3,21
"3, 0, 1, 2, 6, 0, 1, 2, 9, 0, 2, 3, 12, 0, 2, 3, 15, 1, 3, 4, 18, 1, 3, 4, 21, 1, 3, 5",0.0412782723808179,0.0684185689418088,0.172180227109005,0.194312048002451,1485,0.1,10,3,21
"3, 0, 1, 2, 6, 0, 1, 2, 9, 0, 2, 3, 12, 0, 2, 3, 15, 1, 3, 4, 18, 1, 3, 4, 21, 1, 4, 5",0.0412821083549683,0.0684554842267279,0.194359411407892,0.251729816125818,3878,0.1,10,3,21
"3, 0, 1, 2, 6, 0, 2, 2, 9, 0, 2, 3, 12, 0, 3, 3, 15, 1, 3, 4, 18, 1, 4, 4, 21, 1, 4, 5",0.0412757431673481,0.0684470541593262,0.251759806152938,0.310720049854657,3948,0.1,10,3,21
"3, 0, 1, 2, 6, 0, 2, 2, 9, 0, 2, 3, 12, 0, 3, 3, 15, 1, 3, 4, 18, 1, 4, 4, 21, 1, 5, 5",0.0412765821950166,0.0684586635725537,0.310743712383776,0.33450875195787,1641,0.1,10,3,21
"3, 0, 1, 2, 6, 0, 2, 2, 9, 0, 2, 3, 12, 0, 3, 3, 15, 1, 4, 4, 18, 1, 4, 4, 21, 1, 5, 5",0.0412783077943234,0.06846000574674,0.334559124675763,0.389878941015606,3747,0.1,10,3,21
"3, 0, 1, 2, 6, 0, 2, 2, 9, 0, 3, 3, 12, 0, 3, 3, 15, 1, 4, 4, 18, 1, 4, 4, 21, 1, 5, 5",0.04127292356779,0.0684714243321628,0.38994723675506,0.645852314821882,17483,0.1,10,3,21
"3, 0, 2, 2, 6, 0, 2, 2, 9, 0, 3, 3, 12, 0, 3, 3, 15, 1, 4, 4, 18, 1, 4, 4, 21, 1, 5, 5",0.041276458329238,0.0684705587851105,0.645875057856325,0.999987408916002,24074,0.1,10,3,21
"3, 0, 1, 2, 6, 0, 1, 2, 9, 0, 1, 3, 12, 1, 2, 3, 15, 1, 2, 4, 18, 1, 2, 4, 21, 1, 3, 5",0.0684954612781153,0.0899906584743127,0.110025936135141,0.122897017577173,681,0.1,10,3,21
"3, 0, 1, 2, 6, 0, 1, 2, 9, 0, 2, 3, 12, 1, 2, 3, 15, 1, 2, 4, 18, 1, 3, 4, 21, 1, 3, 5",0.0684747793019675,0.0899946397346396,0.122931607382695,0.172166041787201,2703,0.1,10,3,21
"3, 0, 1, 2, 6, 0, 1, 2, 9, 0, 2, 3, 12, 1, 2, 3, 15, 1, 3, 4, 18, 1, 3, 4, 21, 1, 3, 5",0.0684778951316573,0.0899951122639583,0.172173116741334,0.194354268272678,1226,0.1,10,3,21
"3, 0, 1, 2, 6, 0, 1, 2, 9, 0, 2, 3, 12, 1, 2, 3, 15, 1, 3, 4, 18, 1, 3, 4, 21, 1, 4, 5",0.0684720629626966,0.089998579946965,0.194368887777018,0.251739030770046,3108,0.1,10,3,21
"3, 0, 1, 2, 6, 0, 2, 2, 9, 0, 2, 3, 12, 1, 3, 3, 15, 1, 3, 4, 18, 1, 4, 4, 21, 1, 4, 5",0.0684735909588337,0.0899993200449918,0.251753594325188,0.310729572952887,3105,0.1,10,3,21
"3, 0, 1, 2, 6, 0, 2, 2, 9, 0, 2, 3, 12, 1, 3, 3, 15, 1, 3, 4, 18, 1, 4, 4, 21, 1, 5, 5",0.0684796466915549,0.0899702160573746,0.31080672312432,0.33450913522035,1267,0.1,10,3,21
"3, 0, 1, 2, 6, 0, 2, 2, 9, 0, 2, 3, 12, 1, 3, 3, 15, 1, 4, 4, 18, 1, 4, 4, 21, 1, 5, 5",0.0684793405428477,0.0899983880248573,0.334515981977195,0.38983683222468,2878,0.1,10,3,21
"3, 0, 1, 2, 6, 0, 2, 2, 9, 0, 3, 3, 12, 1, 3, 3, 15, 1, 4, 4, 18, 1, 4, 4, 21, 1, 5, 5",0.0684730926784715,0.0899965489672914,0.389971041776517,0.645821928330785,13856,0.1,10,3,21
"3, 0, 2, 2, 6, 0, 2, 2, 9, 0, 3, 3, 12, 1, 3, 3, 15, 1, 4, 4, 18, 1, 4, 4, 21, 1, 5, 5",0.0684723170272409,0.0899988512409596,0.645881771760019,0.99998306122331,19236,0.1,10,3,21
