"target","my.p.saf","my.p.tox","test.cutoff","test.offset","boundary.rslt","ncohort","cohortsize","n.earlystop"
0.245027104625478,0.215671566123485,0.839129697405667,0.752186347730458,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.263692726381123,0.211821140555647,0.879096188298137,0.722530624363571,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.22462885803543,0.188679168777927,0.744712796531429,0.797876539407298,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.198580873198807,0.164599010514401,0.774862137927377,0.844961715396494,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.245424122666009,0.183543267929622,0.678459878852643,0.756031703902408,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.210955819464289,0.153554575870045,0.876378836983023,0.807055020239204,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.241385853267275,0.139818241480381,0.451056224618036,0.758923829067498,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.253430719603784,0.159542220216562,0.499245577143556,0.749107248382643,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.203596107196063,0.174101903489665,0.671824106339566,0.813752627931535,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.244016750948504,0.150848909699729,0.692318559156428,0.75767627870664,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.225337434909306,0.15516825523055,0.782299419724292,0.790870409458876,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.249203265411779,0.118185231251456,0.604695757677859,0.743486901046708,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.22888957336545,0.19364260989013,0.753900377594733,0.787450082600117,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.256463650381193,0.218919857239701,0.477165974461259,0.733867049450055,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.232981920824386,0.178214902743879,0.596993125263529,0.783703956753016,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.273744454607368,0.1338495196666,0.960312512766467,0.699824099428952,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.20609695056919,0.178739391035325,0.581419803207276,0.816739937756211,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.262681919382885,0.118818216248106,0.664627081847461,0.723638897528872,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.251307974453084,0.114428119218087,0.7016187299705,0.750632319832221,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.257902746205218,0.156784074925289,0.741495019943326,0.738727106479928,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.226224637124687,0.188459192415252,0.461553824169735,0.789341248804703,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.215875094057992,0.154843161940971,0.80616185620092,0.814998944522813,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.194328800658695,0.157695742956063,0.942971817743807,0.832900436827913,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.221727646538056,0.151410391196976,0.72138607104661,0.788719084346667,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.221996710868552,0.154966389617406,0.53375279064354,0.790446175029501,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.217252822360024,0.13716657934758,0.594117637910016,0.808969514910132,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.247135651763529,0.175477926193612,0.799232254391521,0.756396664073691,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.196232727728784,0.152392145713061,0.853395542179512,0.835731368511915,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.252466951846145,0.18881717671434,0.499190309208713,0.739814973203465,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.199274269980378,0.165044531250418,0.976392796458948,0.841416473034769,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.233415380236693,0.145216134181509,0.739858488892888,0.777066964888945,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.230206299223937,0.19735261097137,0.870561044734038,0.785240262979642,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.219983671908267,0.165716242718269,0.997848839247808,0.80384284327738,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.282124664401636,0.144993279216316,0.668227080556413,0.68700627819635,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.229867446934804,0.15438743323409,0.983070848738171,0.7928306623362,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.215409224154428,0.168332265869275,0.494802030191223,0.804208022076637,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.210768538410775,0.186538641208096,0.645542871572564,0.818919049808756,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.235838872147724,0.153081339121165,0.956263122796317,0.780114382971078,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.201047089882195,0.179442743497307,0.513111516051194,0.842776717385277,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.239617536077276,0.129211727296581,0.442813866571588,0.770464705070481,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.19575419742614,0.157700348143228,0.875286672310861,0.845975334523246,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.197005989844911,0.17501316205955,0.636767597605086,0.843517117435113,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.177440863801166,0.156613230369814,0.845005090224348,0.874129812698811,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.282629168708809,0.116913858106609,0.498338595742526,0.682507889578119,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.264561883639544,0.138504347206945,0.996219865017351,0.724347257055342,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.240159312961623,0.202229749630066,0.634637425162385,0.75832677166909,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.246087004779838,0.134919141240627,0.569266008085903,0.746167048579082,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.23159080487676,0.208242052449418,0.88403755654875,0.78964996850118,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.279081163927913,0.211412385394072,0.471076220148361,0.691757163731381,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.240592865273356,0.120418785572172,0.743389574808689,0.764093913137913,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.2595055825077,0.160571177322091,0.642955115488605,0.733794987900183,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.242387680686079,0.206388385550371,0.902850743279306,0.771175130270422,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.226104836794548,0.157114902710766,0.561599717752318,0.789414908271283,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.224886907381006,0.19231726048236,0.825157957696555,0.804585977923125,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.215592955006287,0.154646858163595,0.65384869562895,0.805215317988768,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.260726212640293,0.195337511614521,0.550398947424097,0.729970935033634,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.27305705670733,0.0977500855161674,0.560862663203877,0.702619285555556,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.269243923481554,0.166479515117835,0.765584239739584,0.705686119385064,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.212306194356643,0.131747362048743,0.985234765844672,0.807355530327186,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.241948927403428,0.109604474832972,0.685735137264802,0.762076963670552,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.201836077496409,0.142355473218358,0.585808957959272,0.838268603896722,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.268200529972091,0.10941456383042,0.790746323705405,0.717410358833149,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.260960364248604,0.167694295554483,0.756551752086174,0.726735978852957,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.200360548100434,0.141310650797317,0.7352172865109,0.840667080366984,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.235237030079588,0.199800805055254,0.852767828747975,0.765813250793144,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.244051073328592,0.209346687885519,0.549676018182935,0.757036306662485,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.251878433744423,0.146324936523729,0.969706357828666,0.740011103451252,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.210820864536799,0.150928049690508,0.685158258337112,0.818310470087454,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.283626147313043,0.194080090459035,0.42820668056831,0.683380932081491,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.227272191317752,0.155101577677417,0.727918493473626,0.791215339442715,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.240123975556344,0.115406373640922,0.562938995086223,0.760501604294404,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.237378557096235,0.156866405919922,0.828739073853501,0.776997932931408,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.24620707903523,0.181070575988864,0.821173967571562,0.760568339377642,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.248235307866707,0.14644108465634,0.914766557311964,0.743943232810125,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.191019668825902,0.159398087918033,0.547376174906108,0.848900804296136,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.274026686791331,0.156387695201458,0.781491790110404,0.699986694380641,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.21197408111766,0.165119774403753,0.821727131606704,0.829325665021315,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.237563916714862,0.156528833630034,0.906999059388917,0.780680186580867,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.195216503809206,0.174808895713414,0.910955893779303,0.830480813514441,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.28033236542251,0.0862812537545495,0.444254016452892,0.687525537563488,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.234797023236752,0.112831297477345,0.516267440739952,0.772661114810035,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.252454756060615,0.133262489417004,0.894517316518706,0.743489935761318,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.244677996379323,0.118064046024256,0.904015088476838,0.757195306709036,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.191515403916128,0.163975574626725,0.564376954555772,0.855951100820675,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.260555718676187,0.127044800048332,0.494496624786908,0.730153782991692,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.217455875477754,0.13478298367028,0.984162247834393,0.796037529362366,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.224086612113751,0.168210942594762,0.635917752364292,0.793295498006046,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.255445857066661,0.2284393074269,0.689024686606519,0.739397819386795,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.242347844527103,0.161995192493965,0.530805968563596,0.755141022847965,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.230993917561136,0.193547917306466,0.760935271859883,0.773700013989583,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.228909989236854,0.151378575898237,0.563727637130012,0.785317615140229,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.206491619581357,0.164047569885111,0.981387073829324,0.815996865741909,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.244943549740128,0.188563996188994,0.537999842283655,0.752694378374144,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.246936636744067,0.189864492587242,0.554890239359435,0.749207738554105,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.252951325033791,0.199901871744901,0.567883306692298,0.748632075032219,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.244164944626391,0.171788211868251,0.70132165146108,0.748294626828283,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.213311944855377,0.146189501702385,0.566422106870954,0.815907341428101,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.207702385727316,0.157185007835403,0.499595861619243,0.811167678562924,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.274447355070151,0.0933734067185764,0.539096685602482,0.699643237749115,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.203936311183497,0.140335603409316,0.660285244971602,0.831613084534183,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.181295424117707,0.156649115538092,0.743994497978097,0.853108652401716,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.243711786926724,0.1373115674548,0.825331175948617,0.752882264787331,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.272835195064545,0.141513794880124,0.868996230434823,0.705648793606088,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.211621657013893,0.167848474543325,0.575047380160218,0.825549651635811,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.216684902901761,0.167859803149084,0.832176737257251,0.816017143428326,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.228959164698608,0.162344552131143,0.890532560452041,0.798492358764634,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.269411688437685,0.219084256128058,0.785149399587357,0.709799649193883,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.240383044234477,0.153309865989625,0.925892568957334,0.770576043752953,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.213368171593174,0.130811545771219,0.548728307582327,0.822830571327358,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.275507302838378,0.198711277419691,0.620491426446798,0.69937593722716,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.206115763983689,0.183687401434104,0.694014237608486,0.840995407430455,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.20427441096399,0.183762939399302,0.686759769385861,0.814602769212797,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.2309416559292,0.158783322389282,0.560680191450867,0.784340529935434,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.264847567887045,0.235186544801472,0.775899392897511,0.7220144495368,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.233248369651847,0.207087073503919,0.67694591839656,0.782808320363984,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.264472984010354,0.17328444432748,0.845035201523682,0.725748421624303,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.22851954982616,0.135521332536011,0.584341425485158,0.791826087748632,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.237354272278026,0.145666425079207,0.658639443374986,0.763595759402961,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.213680916349404,0.155018399882826,0.871506743395468,0.811853096121922,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.240577804623172,0.126686583197564,0.87928435022218,0.755920139374211,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.243043088470586,0.128786826537619,0.811148848738689,0.769151766551659,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.243671648204327,0.106109975642398,0.665911938567736,0.765369845321402,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.20948366378434,0.178301408944418,0.957375705342148,0.805609876988456,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.203374597011134,0.164162648571617,0.662497552833549,0.831824181135744,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.23617606179323,0.116467332900683,0.971868194200762,0.781507723266259,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.206892764661461,0.181092148039497,0.879509032770081,0.822936662705615,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.214922413928434,0.153496501445898,0.568269457775238,0.809454352594912,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.269067082321271,0.150688450668488,0.436775866242476,0.710459943627939,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.282672950765118,0.24950323318667,0.518381547467025,0.684950182214379,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.19756977527868,0.175475375540507,0.68455229432686,0.834319434594363,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.243952716700733,0.118172978008899,0.897335344344235,0.756479249801487,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.228158729849383,0.203375860595902,0.699676001524286,0.782830639276654,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.21643870184198,0.148873578698827,0.659388451760851,0.806829452747479,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.253316746675409,0.168826761030726,0.450652194096521,0.743043218972161,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.242181415436789,0.178155334212395,0.979121522369778,0.756544978357852,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.276074987603351,0.145455855178292,0.682432787450288,0.69941300409846,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.220882551046088,0.123020142532173,0.91584729054393,0.810073079774156,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.270291661960073,0.215416147939444,0.598402894346107,0.705551061779261,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.228851196472533,0.190211886788973,0.566402614333859,0.787361858878285,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.213969491538592,0.187619726124188,0.911667990630203,0.827102532610297,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.19510027160868,0.161678467557656,0.931712786550378,0.854025634704158,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.189917525509372,0.147455189437471,0.507225142439231,0.867904166458175,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.206794420490041,0.161637934776046,0.978298072091927,0.825752453878522,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.212152829626575,0.172636667289164,0.870609429898561,0.803575912490487,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.236385453143157,0.110337229151754,0.72322458121807,0.783713574754074,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.267514515202492,0.135430592146654,0.801091482961253,0.714685286395252,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.271742916665971,0.117165542192475,0.830725650755583,0.701636019395664,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.262708362308331,0.179179667626338,0.981602683544338,0.717931421939284,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.204584790277295,0.151139510826018,0.992378979984115,0.827043282100931,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.195520159439184,0.149582967958853,0.688334650702735,0.850961921503767,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.220971667789854,0.177505973859186,0.718104540401485,0.810982046881691,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.238781821914017,0.15502666785992,0.549919929203081,0.763786040013656,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.249309890670702,0.177498460352611,0.952301779908761,0.752179072936997,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.267277913400903,0.223436143096224,0.627278598416932,0.710198861081153,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.282157112495042,0.162011501217089,0.7121670743349,0.685410339618102,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.203534969361499,0.158768705379131,0.556255230422685,0.831056602764875,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.237157117109746,0.186307334584613,0.678006729028273,0.76479732291773,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.19341893773526,0.170858650689941,0.505792021652669,0.830081841209903,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.183354249224067,0.155315740257918,0.51884338783627,0.874164335429668,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.247648594435304,0.20072676596387,0.823176705037321,0.747039812384173,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.233798888279125,0.116421894773713,0.498632444740509,0.787036751629785,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.21223721827846,0.168989140454457,0.788671226363343,0.817912079626694,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.206046759849414,0.150227836880195,0.74006394697957,0.826892911689356,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.241864816867746,0.10878511785943,0.784967601906533,0.766601741313934,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.241845213691704,0.214041677551124,0.970280278398181,0.7576162237674,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.255505641107447,0.162459743509196,0.642212155014652,0.733185270801187,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.193347215419635,0.142794831447789,0.911416921511968,0.840124570531771,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.221270542475395,0.126080789843445,0.70051263212881,0.799330041278154,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.207835819688626,0.150100026036258,0.574193773499632,0.832018312066793,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.246672063367441,0.194426573044731,0.928395891738431,0.744404886616394,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.268902009702288,0.17128324082506,0.583049192158917,0.708145740907639,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.267503810115159,0.134578046775242,0.559146175870608,0.717558113625273,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.20688254525885,0.167777541461953,0.538896525342011,0.810671373968944,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.24059271265287,0.186888144660325,0.80503226978754,0.765245521673933,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.276883265585639,0.151523461936604,0.50790837115429,0.69781578076072,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.238255201140419,0.159135853215595,0.862729863862606,0.771761896787211,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.235473182518035,0.210295187541597,0.569671537173402,0.774171556346118,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.221459759399295,0.14149263263357,0.583111917874712,0.801728249294683,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.211079399217851,0.157822861072897,0.487446950622467,0.820301953470334,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.223854068550281,0.149952450110928,0.974688127301629,0.802947685355321,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.21347067435272,0.148834218332794,0.534883321390561,0.817294648382813,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.260305905947462,0.121487071857873,0.734726170933009,0.722832287428901,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.268957037711516,0.204409895686548,0.430825315553831,0.712958856020123,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.215998925501481,0.136254607362748,0.85434014879949,0.809172070818022,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.226713807787746,0.150624901654407,0.763026741861956,0.793489288073033,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
0.261360437609255,0.197026069278926,0.437989688209011,0.719558207318187,0.01,"3, 0, 2, 2, 6, 1, 2, 2",10,3,6
